Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,3 Year Low,3 Year High,5 Year Low,5 Year High,All Time Low,All Time High,Market Cap(Cr),Enterprise Value(Cr),1-Week Return,1-Month Return,3-Month Return(%),1-Year Return(%),3-Year Return,5-Year Return(%),10-Year Return(%),Price to Earnings,Median P/E,Price to Book,Median P/B,Earning Yield(%),Price earnings to growth,Dividend Yield(%),EV / EBITDA,Price / Sales,Price / Cash Flow,Earning Per Share,Book Value Per Share,Cash Flow Per Share,Free Cash Flow Per Share,Dividend Per Share,Delta
Easy Trip Planners Ltd.,543272,EASEMYTRIP,INE07O001018,Services,Travel & Tourism,2022-09-05,378.30,-0.99,225.80,476.50,,,,,73.75,476.50,"8,217.91","8,227.99",-2.22,-8.77,-1.28,58.97,,,,66.47,80.77,30.55,32.42,2.42,0.99,0.26,48.10,29.49,406.95,5.69,12.38,0.93,0.61,1.00,0.21
eClerx Services Ltd.,532927,ECLERX,INE738I01010,Services,Misc.Other Services,2022-09-05,"2,159.20",0.37,"1,755.65","2,970.00",320.00,"2,970.00",320.00,"2,970.00",36.15,"2,970.00","7,275.56","6,601.67",-1.84,-5.45,1.38,-3.60,65.22,11.48,14.29,17.11,16.37,4.39,3.26,9.61,3.61,0.05,9.43,3.17,16.23,125.73,489.90,135.41,-213.63,1.00,0.27
Minda Corporation Ltd.,538962,MINDACORP,INE842C01021,Automobile,Auto Ancillaries,2022-09-05,223.85,0.07,118.70,287.00,52.60,287.00,52.60,287.00,4.50,287.00,"5,378.09","5,407.40",0.43,-2.74,5.71,71.99,37.16,15.01,43.56,22.67,22.66,3.90,2.65,5.39,1.38,0.45,13.83,1.57,32.24,9.92,57.73,6.98,4.08,1.00,0.22
Narayana Hrudayalaya Ltd.,539551,NH,INE410P01011,Healthcare,Health Services,2022-09-05,706.75,-0.97,491.90,777.00,204.00,777.00,181.35,777.00,181.35,777.00,"14,448.31","14,803.20",2.98,10.45,9.23,37.30,44.27,19.21,,38.40,57.99,9.05,6.07,4.07,1.09,0.14,19.80,3.73,29.79,18.41,78.11,23.73,6.44,1.00,0.09
Rain Industries Ltd.,500339,RAIN,INE855B01025,Chemicals,Misc.Chem.,2022-09-05,203.90,3.71,128.60,259.50,44.75,272.90,44.75,475.50,0.00,475.50,"6,858.09","13,704.38",2.57,7.43,21.51,-8.11,35.92,7.37,18.59,6.34,8.90,0.93,0.91,18.88,0.28,0.49,4.19,0.38,8.23,32.24,220.92,24.78,-5.89,1.00,0.21
Rajesh Exports Ltd.,531500,RAJESHEXPO,INE343B01030,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-09-05,580.05,-0.88,518.50,994.70,440.80,994.70,440.80,994.70,0.00,994.70,"17,129.51","16,208.24",-2.86,-7.22,6.92,-0.43,-5.00,-4.77,16.62,17.10,16.88,1.35,1.99,6.73,-3.66,0.17,14.29,0.07,-1.67,33.93,430.70,-347.20,-352.93,1.00,0.42
Sumitomo Chemical India Ltd.,542920,SUMICHEM,INE258G01013,Chemicals,Pesticides,2022-09-05,478.00,-0.32,344.25,511.90,,,,,151.05,511.90,"23,829.22","23,508.87",-0.97,2.24,3.55,13.90,,,,52.26,52.41,11.54,11.26,2.76,2.31,0.21,35.42,7.29,107.44,9.13,41.38,4.44,1.95,1.00,0.07
Syngene International Ltd.,539268,SYNGENE,INE398R01022,Healthcare,Drugs & Pharma,2022-09-05,578.35,-2.64,510.05,686.30,201.65,700.00,201.65,700.00,147.50,700.00,"23,233.02","23,351.10",-3.62,1.39,7.55,-8.14,22.65,20.96,,59.21,40.39,7.07,7.17,2.79,9.10,0.17,27.16,8.75,40.02,9.77,81.82,14.49,1.25,1.00,0.16
The India Cements Ltd.,530005,INDIACEM,INE383A01012,Materials,Cement,2022-09-05,232.05,0.85,145.45,259.95,69.45,259.95,67.75,259.95,12.70,333.00,"7,184.97","10,118.86",10.53,22.71,41.88,29.10,46.93,5.57,10.69,60.04,40.94,1.19,0.74,1.96,4.85,0.43,25.88,1.35,6.87,3.86,194.61,33.76,18.03,1.00,0.11
V-Mart Retail Ltd.,534976,VMART,INE665J01013,Services,Retailing,2022-09-05,"2,888.35",-3.72,"2,406.85","4,848.80","1,200.00","4,848.80","1,192.00","4,848.80",103.25,"4,848.80","5,718.50","5,769.06",-2.45,-2.89,-7.04,-19.67,13.95,15.61,,94.05,64.14,6.65,8.96,3.18,70.28,0.03,18.70,2.75,-508.21,30.76,434.78,-5.70,-104.97,0.75,0.40
Laxmi Organic Industries Ltd.,543277,LXCHEM,INE576O01020,Chemicals,Organic Chemicals,2022-09-05,327.20,0.09,274.20,628.05,,,,,143.00,628.05,"8,671.26","8,617.00",-0.68,3.79,-11.26,-33.58,,,,39.61,48.58,6.48,9.15,3.44,7.51,0.21,25.59,2.79,189.83,8.26,50.48,1.73,-10.48,0.70,0.48
Punjab National Bank,532461,PNB,INE160A01022,Financial,Banking,2022-09-05,35.70,1.28,28.05,48.20,26.30,69.65,26.30,231.60,6.98,279.98,"39,309.33","-36,063.44",0.00,6.89,13.15,-6.18,-15.84,-24.20,-12.48,13.22,16.40,0.42,0.52,-160.57,0.95,1.79,-1.82,0.52,1.97,2.70,84.05,18.10,0.97,0.64,0.26
Cholamandalam Financial Holdings Ltd.,504973,CHOLAHLDNG,INE149A01033,Financial,Misc. Fin.services,2022-09-05,648.75,-1.07,564.05,763.05,222.00,763.05,222.00,763.05,4.40,862.00,"12,180.51","75,998.67",-0.22,-2.02,2.10,-3.90,13.84,,15.47,10.93,15.88,1.76,2.26,10.47,0.17,0.08,9.66,1.07,-2.12,59.87,371.74,-305.73,-355.88,0.55,0.15
ICICI Prudential Life Insurance Company Ltd.,540133,ICICIPRULI,INE726G01019,Insurance,Life Insurance,2022-09-05,585.05,-1.32,430.00,724.50,221.95,724.50,221.95,724.50,221.95,724.50,"84,151.61","85,730.41",-1.15,4.45,6.53,-16.15,11.03,5.83,,76.43,54.97,9.33,8.54,12.94,-5.20,0.09,62.25,2.30,45.96,7.66,62.71,12.74,3.96,0.55,0.19
Bank Of Maharashtra,532525,MAHABANK,INE457A01014,Financial,Banking,2022-09-05,18.00,0.28,15.00,22.85,7.71,32.00,7.71,32.00,7.71,96.75,"12,081.24",-88.03,0.00,3.75,4.96,-0.28,14.16,-7.41,-8.53,8.68,17.04,0.93,0.81,"-10,214.43",0.63,2.78,-0.02,0.90,1.67,2.07,19.22,10.75,3.96,0.50,0.21
Biocon Ltd.,532523,BIOCON,INE376G01013,Healthcare,Drugs & Pharma,2022-09-05,292.80,-0.95,290.65,410.70,212.20,487.75,160.00,487.75,14.17,487.75,"35,147.57","37,428.54",-4.55,-6.75,-8.59,-19.45,8.18,12.04,20.67,49.62,63.66,4.17,6.26,4.54,4.23,0.17,16.83,4.10,29.87,5.90,70.28,9.80,-7.68,0.50,0.29
L&T Finance Holdings Ltd.,533519,L&TFH,INE498L01015,Financial,Misc. Fin.services,2022-09-05,80.30,2.29,59.50,96.00,42.69,124.64,42.69,198.90,16.58,198.90,"19,882.42","95,494.07",0.82,7.93,5.80,-4.91,-1.87,-15.07,16.19,17.22,15.91,0.99,1.32,7.98,-24.27,0.62,13.31,1.66,3.27,4.66,80.73,24.57,3.37,0.50,0.16
PNC Infratech Ltd.,539150,PNCINFRA,INE195J01029,Construction,Construction,2022-09-05,283.95,-0.82,219.00,395.90,80.00,395.90,80.00,395.90,69.26,395.90,"7,285.71","10,062.27",3.86,12.52,10.59,-21.10,17.51,15.78,,10.36,13.34,1.88,2.05,14.55,0.60,0.18,5.68,0.93,39.22,27.41,150.81,7.24,-13.15,0.50,0.28
Rossari Biotech Ltd.,543213,ROSSARI,INE02A801020,Chemicals,Misc.Chem.,2022-09-05,971.55,-1.81,795.10,"1,620.60",,,,,663.55,"1,620.60","5,375.43","5,381.71",2.94,2.49,10.54,-31.37,,,,52.94,56.09,6.45,6.88,3.14,4.58,0.05,25.18,3.19,183.10,18.42,151.12,5.33,-1.27,0.50,0.40
Sterlite Technologies Ltd.,532374,STLTECH,INE089C01029,Communication,Communication Equipment,2022-09-05,171.65,1.30,128.60,317.45,58.65,318.00,58.65,415.00,4.89,415.00,"6,836.12","9,520.37",0.76,11.68,-1.15,-37.32,13.61,-5.81,19.82,,29.36,3.58,4.43,2.03,,0.29,20.06,1.14,11.91,-1.85,47.94,14.43,-5.26,0.50,0.46
NBCC India Ltd.,534309,NBCC,INE095N01031,Construction,Real Estate,2022-09-05,34.60,1.02,26.55,53.70,14.05,59.80,14.05,145.88,4.87,145.88,"6,228.00",469.31,2.37,5.33,4.22,-22.94,1.18,-19.66,18.76,33.82,32.14,3.53,4.92,125.31,-3.15,1.45,1.03,0.77,14.46,1.02,9.79,2.39,2.95,0.47,0.36
Capri Global Capital Ltd.,531595,CGCL,INE180C01026,Financial,Misc. Fin.services,2022-09-05,728.45,0.04,452.20,805.50,115.00,805.50,72.60,805.50,0.32,805.50,"12,794.34","15,538.89",0.48,4.08,3.68,43.17,63.10,58.64,45.53,62.35,23.98,6.50,2.40,4.23,1.88,0.07,24.28,13.04,-36.28,11.68,112.01,-20.12,-21.76,0.40,0.10
The Indian Hotels Company Ltd.,500850,INDHOTEL,INE053A01029,Services,Hotels,2022-09-05,309.95,4.50,138.13,311.45,60.20,311.45,60.20,311.45,9.66,311.45,"44,025.29","42,009.33",10.36,14.61,32.97,117.45,33.95,23.69,19.20,220.56,82.58,6.09,4.00,1.91,6.93,0.13,38.61,11.07,65.55,1.41,50.89,4.73,-0.09,0.40,0.00
Trident Ltd.,521064,TRIDENT,INE064C01022,Textiles,Cotton & Blended Yarn,2022-09-05,40.95,3.02,23.10,70.90,3.05,70.90,3.05,70.90,0.18,70.90,"20,867.94","21,534.58",10.68,-0.24,-11.17,72.78,93.52,33.55,47.33,27.59,13.76,5.25,1.18,5.24,1.39,0.88,14.95,2.89,23.12,1.48,7.80,1.77,0.87,0.36,0.42
Hindustan Copper Ltd.,513599,HINDCOPPER,INE531E01026,Metals & Mining,Non-Ferrous Metal,2022-09-05,116.80,1.26,81.20,159.40,18.25,196.90,18.25,196.90,12.68,658.00,"11,294.84","12,290.79",-0.93,12.15,9.21,-1.93,54.86,13.25,-7.52,29.29,44.40,5.73,4.47,3.79,1.44,0.99,21.68,5.94,13.58,3.98,20.35,8.99,1.23,0.35,0.27
Jubilant Ingrevia Ltd.,543271,JUBLINGREA,INE0BY001018,Chemicals,Speciality Chemicals,2022-09-05,465.55,-0.67,401.20,877.95,,,,,241.30,877.95,"7,417.72","7,897.59",-2.57,-9.26,-6.56,-38.01,,,,19.13,19.39,2.95,3.54,8.15,0.26,1.07,10.87,1.50,66.06,24.35,157.74,7.05,3.13,0.35,0.47
Punjab & Sind Bank,533295,PSB,INE608A01012,Financial,Banking,2022-09-05,15.60,0.32,13.00,19.95,9.20,24.10,9.20,56.90,9.20,149.70,"10,573.35","6,728.76",0.00,2.63,2.30,-9.04,-8.55,-20.33,-12.62,9.88,9.91,0.80,0.33,76.22,1.92,1.99,5.85,1.47,-1.76,1.58,19.62,-8.85,-11.06,0.31,0.22
The New India Assurance Co. Ltd.,540769,NIACL,INE470Y01017,Insurance,General Insurance,2022-09-05,95.05,1.22,78.15,178.90,74.10,197.00,,,74.10,382.43,"15,664.24","2,937.44",-2.56,5.85,-5.14,-40.87,-3.13,,,68.03,18.83,0.79,1.28,223.14,-9.17,0.32,13.26,0.53,-3.85,1.40,120.78,-24.66,0.21,0.30,0.47
Adani Total Gas Ltd.,542066,ATGL,INE399L01023,Energy,Natural Gas Utilities,2022-09-05,"3,530.60",-2.55,"1,267.55","3,816.30",76.60,"3,816.30",,,70.20,"3,816.30","387,721.55","399,697.30",2.05,5.40,47.70,138.97,196.14,,,767.48,154.57,151.81,41.42,0.20,29.64,0.01,483.42,102.19,527.00,4.59,23.22,6.69,-2.38,0.25,0.07
KNR Constructions Ltd.,532942,KNRCON,INE634I01029,Construction,Construction,2022-09-05,254.50,-0.57,207.50,331.40,85.50,343.90,81.65,343.90,2.00,343.90,"7,185.54","7,799.71",-2.75,-2.00,1.80,-21.91,33.55,19.68,36.60,20.01,14.55,2.98,2.90,9.45,0.71,0.10,9.10,1.90,-95.06,12.77,85.75,-2.69,-4.84,0.25,0.23
Shipping Corporation Of India Ltd.,523598,SCI,INE109A01011,Services,Shipping,2022-09-05,120.55,0.75,85.60,160.20,29.40,160.20,24.80,160.20,7.60,221.33,"5,615.21","8,187.11",3.92,4.74,2.46,14.21,62.30,4.44,9.21,6.82,9.19,0.61,0.42,12.95,-1.76,0.27,5.09,1.03,4.19,17.62,197.41,28.77,26.09,0.25,0.25
Greaves Cotton Ltd.,501455,GREAVESCOT,INE224A01026,Capital Goods,Diesel Engines,2022-09-05,175.10,0.29,129.05,258.90,66.00,258.90,66.00,258.90,0.77,258.90,"4,054.66","3,825.63",0.75,7.65,5.83,23.44,12.97,2.19,10.10,,19.76,5.30,3.53,2.18,,0.11,34.08,1.89,-64.59,0.14,32.92,-2.71,-5.35,0.20,0.32
HFCL Ltd.,500183,HFCL,INE548A01028,Communication,Communication Equipment,2022-09-05,78.70,3.01,51.55,101.35,8.10,101.35,8.10,101.35,5.95,"2,578.05","10,842.96","11,126.57",9.84,19.51,22.02,14.39,62.18,29.45,21.97,39.22,19.12,3.77,2.13,5.31,3.94,0.23,17.63,2.37,190.83,2.01,20.85,0.44,-2.36,0.15,0.22
KPR Mills Ltd.,532889,KPRMILL,INE930H01031,Textiles,Cotton & Blended Yarn,2022-09-05,596.80,0.86,390.24,771.80,62.47,771.80,62.47,771.80,1.91,771.80,"20,440.48","20,980.08",-2.64,5.73,2.74,51.35,74.36,31.00,47.07,22.70,15.71,5.99,3.04,6.35,0.91,0.03,14.65,3.84,41.36,26.34,99.86,14.36,-12.23,0.15,0.23
Welspun India Ltd.,514162,WELSPUNIND,INE192B01031,Textiles,Synthetic Yarn,2022-09-05,74.40,0.13,62.20,170.75,18.30,170.75,18.30,170.75,0.50,170.75,"7,351.16","9,575.12",-4.62,0.68,3.12,-41.00,14.28,-0.63,30.02,18.09,15.49,1.84,2.17,8.57,2.42,0.20,8.15,0.81,12.53,4.11,40.39,5.94,1.03,0.15,0.56
Responsive Industries Ltd.,505509,RESPONIND,INE688D01026,Materials,Other Plastic Products,2022-09-05,145.25,-1.19,90.30,215.00,67.60,215.00,34.50,215.00,0.05,215.00,"3,876.91","4,053.26",3.68,3.90,2.72,14.19,15.86,27.09,4.85,,120.73,4.04,3.61,1.15,,0.07,31.53,3.35,26.70,-0.22,35.95,5.53,-11.88,0.10,0.32
Swan Energy Ltd.,503310,SWANENERGY,INE665A01038,Construction,Real Estate,2022-09-05,216.45,-3.07,113.70,337.00,86.00,337.00,86.00,337.00,0.56,337.00,"5,712.48","9,065.24",6.44,4.79,-21.43,63.11,24.76,8.51,12.77,,53.77,4.84,3.67,0.11,,0.05,123.70,8.14,198.64,-4.77,44.70,1.09,-5.71,0.10,0.36
Brightcom Group Ltd.,532368,BCG,INE425B01027,Technology,Software,2022-09-05,42.50,-1.16,20.52,122.88,1.18,122.88,1.08,122.88,1.08,122.88,"8,555.99","8,540.46",-5.45,-0.12,-22.87,99.53,202.46,72.48,,7.89,1.02,1.54,0.29,17.73,2.04,0.71,4.87,1.46,18.60,5.37,27.61,9.06,8.82,0.05,0.65
Infibeam Avenues Ltd.,539807,INFIBEAM,INE483S01020,Services,E-Commerce,2022-09-05,15.60,0.32,12.50,26.50,6.60,29.23,6.60,60.70,6.60,60.70,"4,189.03","3,952.95",-2.50,-1.89,5.05,-31.43,16.66,-15.28,,43.55,68.92,1.43,1.80,3.04,4.04,0.32,23.17,2.80,34.33,0.36,10.92,0.46,0.39,0.05,0.41
Vakrangee Ltd.,511431,VAKRANGEE,INE051B01021,Technology,Software,2022-09-05,32.90,19.42,23.55,47.20,17.10,69.85,17.10,515.40,0.26,515.40,"3,485.75","2,867.50",18.13,11.53,17.92,-15.86,3.18,-33.25,4.48,38.54,56.20,1.27,1.56,3.60,-1.25,0.15,21.23,4.10,72.00,0.86,25.96,0.46,0.34,0.05,0.30
3M India Ltd.,523395,3MINDIA,INE470A01017,Diversified,Diversified,2022-09-05,"23,244.85",0.73,"17,273.00","27,800.00","15,685.60","31,000.00","14,000.00","31,000.00",223.25,"31,000.00","26,185.49","24,613.40",0.69,-0.94,9.18,-5.27,4.53,9.70,19.14,80.62,79.59,11.59,14.06,1.93,39.76,0.00,49.38,7.41,79.99,289.51,"2,013.15",290.60,263.21,0.00,0.16
Aavas Financiers Ltd.,541988,AAVAS,INE216P01012,Financial,Housing Finance,2022-09-05,"2,287.95",0.49,"1,815.00","3,340.00",845.75,"3,340.00",,,611.50,"3,340.00","17,987.60","24,383.25",2.56,1.25,10.46,-5.15,14.86,,,46.70,60.58,6.27,7.00,4.17,1.78,0.00,23.96,12.98,-15.85,48.78,362.76,-143.80,-148.65,0.00,0.31
Adani Green Energy Ltd.,541450,ADANIGREEN,INE364U01010,Capital Goods,Power Projects,2022-09-05,"2,353.80",-1.23,"1,080.00","3,050.00",44.75,"3,050.00",,,22.75,"3,050.00","373,039.65","427,576.86",-1.63,7.43,26.83,117.67,277.22,,,770.74,624.44,70.96,77.29,0.86,17.55,0.00,103.98,65.54,121.91,3.06,33.19,19.57,-89.00,0.00,0.23
Adani Power Ltd.,533096,ADANIPOWER,INE814H01011,Energy,Electricity Generation,2022-09-05,389.85,-2.84,89.20,432.80,23.00,432.80,15.15,432.80,15.15,432.80,"150,536.33","200,891.73",3.82,12.27,37.22,277.94,90.21,66.08,25.12,15.99,28.79,6.41,3.11,10.65,0.57,0.00,10.57,4.32,14.71,24.41,60.89,26.53,12.70,0.00,0.10
Adani Transmission Ltd.,539254,ADANITRANS,INE931S01010,Energy,Electricity Distribution,2022-09-05,"3,881.25",0.38,"1,482.80","4,048.00",147.50,"4,048.00",115.00,"4,048.00",25.00,"4,048.00","431,472.57","461,923.63",3.47,9.94,98.42,121.72,154.29,99.29,,443.21,43.17,39.68,5.38,0.97,21.33,0.00,86.80,37.33,105.32,8.73,97.49,37.25,-19.02,0.00,0.04
Aditya Birla Capital Ltd.,540691,ABCAPITAL,INE674K01013,Financial,Misc. Fin.services,2022-09-05,115.40,0.61,85.60,139.20,37.35,139.70,37.35,218.95,37.35,264.00,"27,887.09","82,630.65",-0.60,9.75,12.37,8.82,8.48,-12.55,,15.21,23.10,1.78,2.03,7.09,0.88,0.00,14.15,3.20,-5.50,7.59,64.85,-20.98,-39.68,0.00,0.17
Aditya Birla Fashion and Retail Ltd.,535755,ABFRL,INE647O01011,Services,Retailing,2022-09-05,313.55,1.98,198.00,322.00,95.60,322.00,95.60,322.00,72.44,322.00,"29,420.87","29,368.11",2.74,13.98,15.70,42.91,19.15,13.19,,87.59,74.43,10.48,11.24,3.08,-0.42,0.00,15.92,2.88,30.95,3.58,29.91,10.13,5.89,0.00,0.03
Affle (India) Ltd.,542752,AFFLE,INE00WC01027,Technology,Software,2022-09-05,"1,279.20",-1.21,871.55,"1,511.00",165.11,"1,511.00",,,150.00,"1,511.00","17,058.80","16,794.50",-4.08,15.79,25.92,38.91,97.29,,,73.31,83.34,13.87,16.11,2.07,1.17,0.00,53.62,13.36,82.82,17.46,92.29,15.46,12.40,0.00,0.15
Alok Industries Ltd.,521070,ALOKINDS,INE270A01029,Textiles,Cloth,2022-09-05,20.60,4.83,18.85,35.80,1.36,61.40,1.36,61.40,1.36,97.67,"10,228.40","34,038.86",3.52,5.10,-8.44,-7.62,101.98,48.01,5.84,,0.28,-0.57,0.35,0.82,,0.00,59.48,1.28,55.34,-0.51,-36.35,0.37,-0.70,0.00,0.42
Amber Enterprises India Ltd.,540902,AMBER,INE371P01015,Consumer Discretionary,ACs & Refrigerators,2022-09-05,"2,293.55",1.81,"2,040.00","4,025.95",804.00,"4,025.95",,,621.05,"4,025.95","7,749.56","7,972.86",0.52,-3.74,-12.52,-27.19,40.77,,,55.83,88.23,4.40,5.19,3.62,21.86,0.00,21.46,1.46,31.05,41.20,522.78,74.06,-56.94,0.00,0.43
Aptus Value Housing Finance India Ltd.,543335,APTUS,INE852O01025,Financial,Housing Finance,2022-09-05,353.30,-0.17,220.10,394.95,,,,,220.10,394.95,"17,623.63","19,802.22",1.13,21.79,26.34,-5.99,,,,42.42,61.36,5.81,5.70,3.95,0.91,0.00,26.36,20.20,-24.36,8.36,60.96,-14.56,-15.01,0.00,0.11
Aster DM Healthcare Ltd.,540975,ASTERDM,INE914M01019,Healthcare,Health Services,2022-09-05,240.95,4.28,160.30,244.30,78.00,244.30,,,78.00,244.30,"11,890.91","13,374.63",11.78,2.75,26.52,5.54,27.30,,,21.62,26.24,2.95,2.37,7.24,1.10,0.00,8.50,1.13,9.05,11.01,80.80,26.42,5.85,0.00,0.01
Avenue Supermarts Ltd.,540376,DMART,INE192R01011,Services,Retailing,2022-09-05,"4,577.45",0.01,"3,186.00","5,900.00","1,515.15","5,900.00",982.05,"5,900.00",558.30,"5,900.00","296,356.92","296,126.91",3.81,7.98,19.83,16.21,44.26,35.00,,145.27,126.62,20.75,17.63,1.01,5.84,0.00,87.15,8.27,215.95,31.49,220.46,21.19,-15.48,0.00,0.22
Bandhan Bank Ltd.,541153,BANDHANBNK,INE545U01014,Financial,Banking,2022-09-05,283.85,2.81,229.55,349.55,152.20,650.00,,,152.20,741.80,"45,731.01","55,082.51",-0.87,1.81,-10.75,-0.65,-14.37,,,71.54,22.41,2.50,3.12,14.02,3.27,0.00,7.02,3.15,50.70,3.97,113.37,5.60,-32.98,0.00,0.19
Bharat Heavy Electricals Ltd.,500103,BHEL,INE257A01026,Capital Goods,Electrical Machinery,2022-09-05,60.50,2.02,41.40,80.35,18.40,80.35,18.40,108.00,5.49,390.67,"21,066.48","18,796.47",4.58,14.91,19.57,9.11,6.49,-7.10,-8.43,29.83,25.74,0.80,0.72,7.76,-0.14,0.66,13.42,0.96,37.51,2.03,75.55,1.61,0.31,0.00,0.25
Borosil Renewables Ltd.,502219,BORORENEW,INE666D01022,Materials,Glass & Glassware,2022-09-05,559.00,-0.55,289.95,833.35,27.50,833.35,28.00,833.00,0.14,833.35,"7,291.89","7,253.66",-0.34,-12.28,-16.34,86.49,62.20,,,46.64,40.45,8.96,2.86,3.09,8.43,0.00,29.23,10.75,42.05,11.99,62.38,13.30,-13.11,0.00,0.33
Central Bank Of India,532885,CENTRALBK,INE483A01010,Financial,Banking,2022-09-05,19.30,1.31,16.25,25.15,10.04,29.65,10.04,104.00,10.04,212.14,"16,754.21","-28,853.04",-1.53,5.18,4.61,-7.43,0.61,-27.43,-11.72,15.25,14.40,0.70,0.64,-55.24,2.00,0.00,-5.06,0.72,1.17,1.27,27.77,16.45,11.13,0.00,0.23
Chalet Hotels Ltd.,542399,CHALET,INE427F01016,Services,Hotels,2022-09-05,330.60,-0.45,172.85,361.05,99.00,402.00,,,99.00,402.00,"6,799.62","9,255.28",1.24,5.56,11.41,85.16,4.73,,,,57.67,4.97,2.84,1.47,,0.00,39.94,9.80,109.28,-0.55,66.70,3.03,-2.11,0.00,0.08
Chemplast Sanmar Ltd.,543336,CHEMPLASTS,INE488A01050,Chemicals,Thermoplastics,2022-09-05,415.50,-1.70,382.70,826.35,,,,,382.40,826.35,"6,632.70","6,353.43",-1.54,-14.49,-12.32,-31.54,,,,10.04,21.47,59.21,4.44,19.22,0.49,0.00,4.89,1.05,7.36,41.77,7.09,56.98,33.65,0.00,0.50
CreditAccess Grameen Ltd.,541770,CREDITACC,INE741K01010,Financial,Misc. Fin.services,2022-09-05,"1,017.15",2.17,494.70,"1,154.35",305.20,"1,154.35",,,242.05,"1,154.35","15,754.93","26,670.89",1.59,2.44,-5.91,49.54,21.44,,,32.93,41.81,3.84,3.07,6.36,5.58,0.00,15.66,5.61,-5.80,30.67,263.20,-174.14,-208.76,0.00,0.12
CSB Bank Ltd.,542867,CSBBANK,INE679A01013,Financial,Banking,2022-09-05,222.25,2.94,178.00,355.00,,,,,95.00,374.00,"3,851.39","3,461.75",9.46,7.50,19.94,-26.38,,,,7.52,10.37,1.47,1.63,31.24,0.45,0.00,5.83,1.85,2.80,29.51,150.60,79.19,54.09,0.00,0.37
Devyani International Ltd.,543330,DEVYANI,INE872J01023,Services,Restaurants,2022-09-05,185.50,1.92,111.85,215.00,,,,,107.55,215.00,"22,359.91","21,992.80",0.13,0.60,13.87,46.18,,,,86.31,118.94,29.55,30.95,1.71,0.00,0.00,36.61,9.18,49.62,2.15,6.28,3.74,0.72,0.00,0.14
EIH Ltd.,500840,EIHOTEL,INE230A01023,Services,Hotels,2022-09-05,184.15,-2.02,104.00,192.00,53.65,192.00,53.65,227.16,12.30,227.16,"11,516.08","11,772.18",14.38,19.81,30.74,73.40,6.01,6.65,9.21,146.33,75.99,3.71,2.93,1.72,-0.79,0.00,45.34,8.92,-616.10,1.26,49.55,-0.30,-0.69,0.00,0.04
Equitas Holdings Ltd.,539844,EQUITAS,INE988K01017,Financial,Misc. Fin.services,2022-09-05,104.30,2.10,75.00,145.00,32.50,145.00,32.50,183.60,32.50,206.25,"3,566.58","19,061.53",2.81,6.81,14.55,-15.55,-1.58,-9.28,,16.29,22.26,1.04,1.43,10.73,0.79,0.00,9.19,0.87,62.46,6.40,99.93,1.67,-23.94,0.00,0.28
Equitas Small Finance Bank Ltd.,543243,EQUITASBNK,INE063P01018,Financial,Banking,2022-09-05,46.80,2.41,37.45,71.25,,,,,30.05,76.80,"5,891.75","6,206.40",-0.43,5.76,17.44,-22.06,,,,16.11,23.16,1.36,1.69,31.16,0.99,0.00,6.39,1.65,36.95,2.92,34.65,1.27,-5.65,0.00,0.34
FDC Ltd.,531599,FDC,INE258B01022,Healthcare,Drugs & Pharma,2022-09-05,280.25,2.43,225.00,372.00,152.50,404.90,148.20,404.90,7.85,404.90,"4,635.53","4,001.64",6.34,8.79,14.93,-17.68,19.82,10.72,12.68,24.49,18.79,2.29,2.75,7.87,8.81,0.00,13.88,2.94,28.68,11.41,122.18,9.58,5.88,0.00,0.25
Fortis Healthcare Ltd.,532843,FORTIS,INE061F01013,Healthcare,Health Services,2022-09-05,287.00,-1.59,219.75,313.80,113.10,313.80,106.65,313.80,46.02,313.80,"21,678.62","22,563.78",-1.44,7.13,19.31,-0.10,32.03,14.19,11.86,52.39,52.81,3.44,1.69,3.71,0.28,0.00,20.80,3.74,25.05,5.48,83.46,11.46,11.14,0.00,0.09
FSN E-Commerce Ventures Ltd.,543384,NYKAA,INE388Y01029,Services,E-Commerce,2022-09-05,"1,365.85",0.15,"1,207.50","2,574.00",,,,,"1,207.50","2,574.00","64,879.24","64,734.16",-0.03,-5.44,-6.46,,,,,,660.39,48.78,16.52,0.21,,0.00,303.94,15.80,-183.30,0.89,28.04,-7.47,-8.88,0.00,0.47
General Insurance Corporation of India Ltd.,540755,GICRE,INE481Y01014,Insurance,Reinsurance,2022-09-05,128.55,3.34,105.00,152.80,81.50,334.05,,,81.50,449.50,"22,710.71","3,200.84",3.34,6.59,7.08,-13.98,-9.06,,,5.47,14.64,0.78,1.13,409.10,0.21,1.75,0.51,0.58,1.71,23.69,165.44,75.72,71.85,0.00,0.16
Gland Pharma Ltd.,543245,GLAND,INE068V01023,Healthcare,Drugs & Pharma,2022-09-05,"2,472.80",-3.64,"2,180.00","4,179.65",,,,,"1,700.00","4,350.00","40,700.47","39,010.44",3.56,6.74,-12.93,-38.01,,,,37.33,45.78,5.52,7.97,4.53,6.87,0.00,24.69,9.92,51.47,66.21,447.82,48.13,24.76,0.00,0.41
